'TSLA', 'Nov-03-21', '06:53AM', 'Dow Jones Futures: Market Rally Rises As Tesla Pauses CAR BBBY Lead Meme Stock Revival'
'TSLA', 'Nov-03-21', '06:00AM', '11 Best Aggressive Stocks To Buy Now'
'TSLA', 'Nov-02-21', '08:45PM', 'Elon Musk Says Tesla Hasnt Signed Contract With Hertz Despite Earlier Announcement'
'TSLA', 'Nov-02-21', '08:01PM', 'Tesla added to Uber London plan to boost electric car uptake'
'TSLA', 'Nov-02-21', '07:09PM', '5 Best Chinese Stocks To Buy And Watch'
'TSLA', 'Nov-02-21', '06:42PM', 'Elon Musk Says Tesla Hasnt Signed Contract With Hertz Despite Earlier Announcement'
'TSLA', 'Nov-02-21', '06:03PM', 'As Hertz gets ready to add Tesla vehicles rental-car bonds could get riskier: Moodys'
'TSLA', 'Nov-02-21', '05:05PM', "Tesla's Elon Musk bemoans German red tape again"
'TSLA', 'Nov-02-21', '04:59PM', "Tesla's Elon Musk bemoans German red tape again"
'TSLA', 'Nov-02-21', '04:51PM', 'Dow Jones Nasdaq Hit Record Highs; Apple Microsoft Advance; Goldman Sachs Scores Breakout'
'TSLA', 'Nov-02-21', '04:43PM', 'This Psychedelics Stock Was Up More Than 20% Last Week Outperforming Tesla Nvidia and GameStop'
'TSLA', 'Nov-02-21', '04:20PM', 'Tesla Shares Slide as Musk Tweets on Lack of Hertz Contract'
'TSLA', 'Nov-02-21', '04:06PM', 'Avis Stock Surges After Blockbuster Earnings Triggering Apparent Short Squeeze'
'TSLA', 'Nov-02-21', '04:05PM', 'Tesla Stock Falls As Musk Says Hertz Deal Not Signed'
'TSLA', 'Nov-02-21', '03:57PM', "Dan Ives on Tesla bears: 'They hated at $100. They hate it at $5500.'"
'TSLA', 'Nov-02-21', '03:04PM', 'Stocks dont get more Meme than Avis'
'TSLA', 'Nov-02-21', '02:49PM', 'Microsoft GOOGL Stock And Top IPOs Lead IBD 50 In Stock Market Rally'
'TSLA', 'Nov-02-21', '02:07PM', 'Dow Jones Gains As Apple Stock Microsoft Rally; Tesla Falls After Elon Musk Reveals This'
'TSLA', 'Nov-02-21', '02:00PM', "ETFs to Tap on Rivian's High-Profile IPO Plan"
'TSLA', 'Nov-02-21', '01:57PM', 'Why These 10 Stocks Are Trending on Tuesday'
'TSLA', 'Nov-02-21', '01:55PM', 'Is Rivian Stock A Buy? EV Startup Seeks $55 Billion Valuation In Looming IPO'
'TSLA', 'Nov-02-21', '01:37PM', 'With Third-Quarter Results Beating Expectations Is Tesla Stock A Buy?'
'TSLA', 'Nov-02-21', '12:39PM', 'Elon Musk should not let go of win-win deal with Hertz'
'TSLA', 'Nov-02-21', '12:39PM', 'Hertz Stock Is Winning as Aviss Gain Outweighs Tweet From Musk'
'TSLA', 'Nov-02-21', '12:24PM', 'US STOCKS-Wall St scales record peaks on earnings cheer; Fed meeting in focus'
'TSLA', 'Nov-02-21', '12:10PM', 'Dow Jones Hits New High As This Key Stock Breaks Out; Nasdaq Marks Record Despite Tesla'
'TSLA', 'Nov-02-21', '12:01PM', 'Tesla software recall may head off dispute with U.S. safety regulators'
'TSLA', 'Nov-02-21', '11:47AM', 'Dow Jones Rallies As Tesla Falls On Hertz Deal Uncertainty'
'TSLA', 'Nov-02-21', '11:36AM', 'Video Highlight: Bird Rides and Switchback II Deal Approved  Interview with Both CEOs'
'TSLA', 'Nov-02-21', '11:30AM', 'Tesla (TSLA) Stock Whipsaws'
'TSLA', 'Nov-02-21', '11:24AM', 'Tesla Stock Is Sliding. Just Dont Blame Hertz or Recalls.'
'TSLA', 'Nov-02-21', '11:15AM', 'Is Lucid Motors Stock A Buy Right As Initial Deliveries Of Lucid Air Start?'
'TSLA', 'Nov-02-21', '11:08AM', 'Why Tesla Stock Finally Put on the Brakes Today'
'TSLA', 'Nov-02-21', '11:02AM', 'Tesla down after Musk tweet Avis shares spike over 150%'
'TSLA', 'Nov-02-21', '11:02AM', 'Were Hedge Funds Right About Tesla Inc. (TSLA)?'
'TSLA', 'Nov-02-21', '10:56AM', "Tesla drops after Musk tweets that 'no contract has been signed' with Hertz"
'TSLA', 'Nov-02-21', '10:54AM', 'UPDATE 1-Cryptic Elon Musk post goes viral in China amid clash with World Food Program'
'TSLA', 'Nov-02-21', '10:39AM', 'Tesla dips following delays with Hertz partnership'
'TSLA', 'Nov-02-21', '10:28AM', 'US STOCKS-S&P 500 Nasdaq hit record highs on earnings boost; Fed angst prevails'
'TSLA', 'Nov-02-21', '10:00AM', 'Dow Jones Today Flattens Nasdaq Gains As Musk Tweet Dunks Tesla; Gartner Arista Univar Rally On Earnings'
'TSLA', 'Nov-02-21', '09:49AM', 'Rivian readies for IPO amid electric vehicle revolution'
'TSLA', 'Nov-02-21', '09:41AM', 'Rivian readies for IPO amid electric vehicle revolution'
'TSLA', 'Nov-02-21', '09:34AM', 'UPDATE 1-Musk says Tesla has not signed a contract with Hertz yet halts stock rally'
'TSLA', 'Nov-02-21', '08:57AM', 'US STOCKS-Wall St eyes mixed open on Fed angst; Tesla slides after record run'
'TSLA', 'Nov-02-21', '08:51AM', 'Tesla Stock Is Sliding. Just Dont Blame Hertz or Recalls.'
'TSLA', 'Nov-02-21', '08:08AM', 'Cathie Woods ARK Innovation ETF Jumped 10% Last Month. What Drove the Gains.'
'TSLA', 'Nov-02-21', '08:03AM', '10 Best Stocks To Buy Today'
'TSLA', 'Nov-02-21', '07:55AM', 'Dow Jones Futures Rally As Tesla Skids On Elon Musk Tweet Vehicle Recall'
'TSLA', 'Nov-02-21', '07:44AM', 'Is It Too Late to Buy Tesla Stock?'
'TSLA', 'Nov-02-21', '07:28AM', 'Musk says Tesla has not signed a contract with Hertz yet halts stock rally'
'TSLA', 'Nov-02-21', '07:19AM', 'Wall St eyes mixed open on Fed angst; Tesla slides after record run'
'TSLA', 'Nov-02-21', '07:13AM', 'Musk says Tesla has not signed a contract with Hertz yet halts stock rally'
'TSLA', 'Nov-02-21', '07:03AM', 'UPDATE 1-Tesla recalls nearly 12000 U.S. vehicles over software communication error'
'TSLA', 'Nov-02-21', '07:03AM', 'US STOCKS-Futures slip on Fed angst; Tesla slides after record run'
'TSLA', 'Nov-02-21', '06:38AM', 'Tesla Stock Reverses as Musk Says Hertz Deal Not Signed Yet'
'TSLA', 'Nov-02-21', '06:35AM', 'Tesla to recall more than 11700 vehicles due to software glitch that can activate emergency brake: NHTSA notice'
'TSLA', 'Nov-02-21', '06:14AM', 'Tesla Shares Slump After Musk Tweets That the Hertz Deal Isnt Done Yet'
'TSLA', 'Nov-02-21', '05:46AM', 'Tesla starts programme to open up superchargers to non-Tesla electric vehicles'
'TSLA', 'Nov-02-21', '05:29AM', 'U.S. stock futures pause at record highs as Fed decision looms'
'TSLA', 'Nov-02-21', '04:51AM', 'Musk says Hertz deal isnt signed  and questions Tesla rally after the announcement'
'TSLA', 'Nov-02-21', '03:45AM', 'Elon Musk goes viral on Chinese social media with ancient poem post'
'TSLA', 'Nov-02-21', '03:41AM', 'REFILE-Elon Musk goes viral on Chinese social media with ancient poem post'
'TSLA', 'Nov-02-21', '01:58AM', 'Apple DuPont Tesla Elon Musk & Markets - 5 Things You Must Know'
'TSLA', 'Nov-02-21', '01:52AM', 'Tesla Falls as Musk Says Hertz Deal Is Not Final Yet'
'TSLA', 'Nov-01-21', '09:55PM', "What Tesla's move to open superchargers means"
'TSLA', 'Nov-01-21', '07:30PM', 'What is Rivian?'
'TSLA', 'Nov-01-21', '06:51PM', 'How to Buy Bitcoin'
'TSLA', 'Nov-01-21', '05:51PM', 'New All-Time Closing Highs for Dow Nasdaq S&P'
'TSLA', 'Nov-01-21', '04:56PM', 'Elon Musk Is Now Three Times Richer Than Warren Buffett'
'TSLA', 'Nov-01-21', '04:22PM', "Elon Musk's Net Worth Grew By The Value Of These 3 Companies Combined Today"
'TSLA', 'Nov-01-21', '04:08PM', 'Tesla Stock Pops As It Opens Supercharger Network To Other EVs In Europe'
'TSLA', 'Nov-01-21', '04:04PM', 'China EV Sales: Xpeng Deliveries Triple XPEV Near Buy Point; Li Sales Double Nio Tumbles'
'TSLA', 'Nov-01-21', '04:03PM', 'Cathie Woods ARK Innovation Fund Gained 10% in October. Thank Tesla and Coinbase.'
'TSLA', 'Nov-01-21', '03:58PM', 'Why These 10 Stocks Are Trending on Monday'
'TSLA', 'Nov-01-21', '03:50PM', 'Rivian Is Going Public. Opportunity Is Knocking.'
'TSLA', 'Nov-01-21', '03:33PM', '10 Stocks Turned $10000 Into $231250 In 10 Months'
'TSLA', 'Nov-01-21', '03:15PM', 'Musk offers to give $6B if UN can prove it can solve world hunger'
'TSLA', 'Nov-01-21', '02:05PM', 'Elon Musk dangles $6B to fight world hunger  but only if the UN can prove his money would solve the problem'
'TSLA', 'Nov-01-21', '02:00PM', 'The 3 Most Promising Energy IPOs This Year'
'TSLA', 'Nov-01-21', '01:37PM', 'UPDATE 1-Tesla opens charging network to other EVs for the first time'
'TSLA', 'Nov-01-21', '12:36PM', 'Tesla Expands Battery Production Plans Signs Supply Agreement With Ganfeng Lithium'
'TSLA', 'Nov-01-21', '12:30PM', "REFILE-US STOCKS-Tesla lifts Nasdaq to record territory; focus turns to Fed's policy meet"
'TSLA', 'Nov-01-21', '12:25PM', 'Is Li Auto Stock A Buy Or Sell After Reclaiming Key Levels?'
'TSLA', 'Nov-01-21', '11:56AM', 'Why Tesla Stock Is Up Again Today'
'TSLA', 'Nov-01-21', '11:53AM', 'Dow Jones Rallies As Tesla Surges To Record High; 3 Top Stocks To Buy And Watch'
'TSLA', 'Nov-01-21', '11:45AM', 'Tesla opens charging network to other EVs for the first time'
'TSLA', 'Nov-01-21', '11:41AM', 'Tesla opens charging network for other EVs in Netherlands'
'TSLA', 'Nov-01-21', '11:39AM', 'EV Truck Maker Rivian Should Go PublicNow. Opportunity Is Knocking.'
'TSLA', 'Nov-01-21', '11:30AM', 'Has Tesla (TSLA) Outpaced Other Auto-Tires-Trucks Stocks This Year?'
'TSLA', 'Nov-01-21', '10:55AM', "US STOCKS-Wall Street mixed ahead of Federal Reserve's policy meet"
'TSLA', 'Nov-01-21', '10:37AM', "EV Roundup: TSLA's $1T Market Cap & XPEV's Tech Day Grab Eyeballs"
'TSLA', 'Nov-01-21', '09:59AM', 'This new fund gives an ESG flavor to the tech-heavy Nasdaq-100  and beats the index'
'TSLA', 'Nov-01-21', '08:51AM', 'US STOCKS-Wall St eyes record open in a big week for Federal Reserve'
'TSLA', 'Nov-01-21', '08:34AM', 'The All-Electric Porsche Taycan Is an Amazing Car. But Tesla Has Little to Worry About.'
'TSLA', 'Nov-01-21', '08:19AM', 'Dow Jones Futures Rise As Fed Taper Looms For Market Rally; Tesla Jumps As Rival Hits Buy Zone'
'TSLA', 'Nov-01-21', '08:13AM', 'The Zacks Analyst Blog Highlights: Tesla Toyota Motor General Motors Nikola Corp and Standard Motor Products'
'TSLA', 'Nov-01-21', '07:38AM', 'S&P 500 Nasdaq open at record high in a big week for Federal Reserve'
'TSLA', 'Nov-01-21', '07:18AM', 'Chinas Ganfeng Wins Deal to Supply Tesla With Lithium Products'
'TSLA', 'Nov-01-21', '07:12AM', "Musk vows to sell $6bn Tesla stake if UN shows how cash can 'solve world hunger'"
'TSLA', 'Nov-01-21', '06:59AM', "Why Is Honda Chasing Tesla's CEO Into Space?"
